session_id,n_unique_categories,n_unique_models,n_clicks,avg_price_viewed,total_price_viewed,total_spend,purchase_flag,country,most_common_category,day_of_week,month,avg_spend_per_click,avg_price_per_click
5577,1,9,9,49.666666666666664,447,2225,1,29,2,2,4,247.22222222222223,49.666666666666664
5578,1,2,2,35.5,71,109,1,29,4,2,4,54.5,35.5
5579,2,9,9,44.0,396,2157,1,29,1,2,4,239.66666666666666,44.0
5580,2,9,11,45.36363636363637,499,3541,1,29,3,2,4,321.90909090909093,45.36363636363637
5581,1,3,3,45.333333333333336,136,495,1,29,4,2,4,165.0,45.333333333333336
5582,3,15,16,37.5625,601,6741,1,29,4,2,4,421.3125,37.5625
5583,1,2,3,33.0,99,183,1,29,4,2,4,61.0,33.0
5584,1,1,1,38.0,38,38,1,29,4,2,4,38.0,38.0
5585,3,3,3,38.0,114,243,1,29,1,2,4,81.0,38.0
5586,2,2,2,38.0,76,109,1,29,3,2,4,54.5,38.0
5587,1,1,1,43.0,43,43,1,9,1,2,4,43.0,43.0
5588,2,4,5,42.8,214,840,1,29,1,2,4,168.0,42.8
5589,2,3,3,46.0,138,400,1,29,1,2,4,133.33333333333334,46.0
5590,2,10,10,48.1,481,2579,1,29,2,2,4,257.9,48.1
5591,1,3,3,36.333333333333336,109,340,1,29,3,2,4,113.33333333333333,36.333333333333336
5592,1,2,2,40.5,81,114,1,29,3,2,4,57.0,40.5
5593,3,5,7,38.57142857142857,270,1186,1,29,4,2,4,169.42857142857142,38.57142857142857
5594,2,3,5,42.0,210,868,1,46,1,2,4,173.6,42.0
5595,2,4,4,41.5,166,599,1,29,2,2,4,149.75,41.5
5596,2,5,5,48.6,243,706,1,29,1,2,4,141.2,48.6
5597,3,3,3,46.0,138,352,1,29,1,2,4,117.33333333333333,46.0
5598,2,9,13,38.30769230769231,498,3705,1,29,3,2,4,285.0,38.30769230769231
5599,1,1,1,28.0,28,28,1,29,4,2,4,28.0,28.0
5600,2,6,6,34.666666666666664,208,663,1,29,3,2,4,110.5,34.666666666666664
5601,1,1,1,38.0,38,38,1,29,2,2,4,38.0,38.0
5602,3,3,4,47.5,190,755,1,29,2,2,4,188.75,47.5
5603,1,4,4,48.25,193,460,1,29,1,2,4,115.0,48.25
5604,1,1,2,57.0,114,171,1,9,3,2,4,85.5,57.0
5605,3,27,27,46.851851851851855,1265,20813,1,29,1,2,4,770.8518518518518,46.851851851851855
5606,3,6,8,40.75,326,1411,1,29,3,2,4,176.375,40.75
5607,1,1,1,52.0,52,52,1,46,2,2,4,52.0,52.0
5608,1,1,1,48.0,48,48,1,46,3,2,4,48.0,48.0
5609,1,1,1,57.0,57,57,1,46,2,2,4,57.0,57.0
5610,1,1,1,52.0,52,52,1,46,2,2,4,52.0,52.0
5612,1,4,4,55.0,220,580,1,29,1,2,4,145.0,55.0
5613,1,2,2,62.0,124,186,1,29,1,2,4,93.0,62.0
5614,4,42,43,43.372093023255815,1865,51886,1,29,4,2,4,1206.6511627906978,43.372093023255815
5615,4,14,15,49.53333333333333,743,6938,1,29,2,2,4,462.53333333333336,49.53333333333333
5616,2,15,15,43.733333333333334,656,6819,1,29,3,2,4,454.6,43.733333333333334
5617,3,4,4,47.75,191,563,1,29,2,2,4,140.75,47.75
5618,1,2,2,40.5,81,210,1,29,3,2,4,105.0,40.5
5620,1,3,3,60.333333333333336,181,367,1,29,2,2,4,122.33333333333333,60.333333333333336
5621,3,23,27,38.148148148148145,1030,19159,1,29,3,2,4,709.5925925925926,38.148148148148145
5622,1,2,2,57.0,114,171,1,29,2,2,4,85.5,57.0
5623,3,8,9,45.55555555555556,410,2291,1,29,3,2,4,254.55555555555554,45.55555555555556
5624,3,5,5,46.8,234,682,1,29,3,2,4,136.4,46.8
5625,1,3,3,49.333333333333336,148,449,1,29,2,2,4,149.66666666666666,49.333333333333336
5626,1,5,5,41.0,205,640,1,29,4,2,4,128.0,41.0
5627,2,3,3,45.666666666666664,137,445,1,44,3,2,4,148.33333333333334,45.666666666666664
5628,3,12,13,43.76923076923077,569,4642,1,9,1,2,4,357.0769230769231,43.76923076923077
5630,1,1,1,48.0,48,48,1,29,3,2,4,48.0,48.0
5631,2,3,3,44.333333333333336,133,300,1,29,2,2,4,100.0,44.333333333333336
5632,1,1,1,57.0,57,114,1,9,2,2,4,114.0,57.0
5633,2,2,3,41.0,123,246,1,29,1,2,4,82.0,41.0
5634,1,1,1,57.0,57,57,1,29,2,2,4,57.0,57.0
5635,3,12,12,48.0,576,3963,1,9,2,2,4,330.25,48.0
5636,2,6,6,41.0,246,1048,1,29,1,2,4,174.66666666666666,41.0
5637,4,9,9,44.888888888888886,404,2702,1,29,3,2,4,300.22222222222223,44.888888888888886
5638,3,7,7,49.0,343,1438,1,29,2,2,4,205.42857142857142,49.0
5639,3,11,13,42.46153846153846,552,6876,1,29,3,3,4,528.9230769230769,42.46153846153846
5640,2,4,4,47.5,190,874,1,29,1,3,4,218.5,47.5
5641,2,7,7,42.857142857142854,300,1550,1,29,1,3,4,221.42857142857142,42.857142857142854
5642,2,6,6,56.666666666666664,340,1130,1,16,1,3,4,188.33333333333334,56.666666666666664
5643,2,2,3,41.333333333333336,124,420,1,29,4,3,4,140.0,41.333333333333336
5644,2,2,2,57.0,114,166,1,9,1,3,4,83.0,57.0
5645,3,8,9,42.22222222222222,380,2334,1,9,1,3,4,259.3333333333333,42.22222222222222
5646,1,2,2,35.5,71,114,1,9,1,3,4,57.0,35.5
5647,1,5,6,46.833333333333336,281,1035,1,29,1,3,4,172.5,46.833333333333336
5648,2,4,6,46.0,276,1597,1,29,2,3,4,266.1666666666667,46.0
5649,2,4,4,47.5,190,475,1,9,1,3,4,118.75,47.5
5650,2,2,2,38.0,76,114,1,9,1,3,4,57.0,38.0
5651,1,4,4,41.75,167,420,1,19,4,3,4,105.0,41.75
5652,2,5,5,36.0,180,672,1,29,4,3,4,134.4,36.0
5653,1,4,4,46.75,187,571,1,9,3,3,4,142.75,46.75
5654,1,2,2,48.0,96,144,1,29,3,3,4,72.0,48.0
5655,2,3,4,52.25,209,556,1,9,1,3,4,139.0,52.25
5656,4,9,9,40.0,360,1664,1,29,2,3,4,184.88888888888889,40.0
5657,2,4,4,43.75,175,670,1,9,1,3,4,167.5,43.75
5658,1,1,1,43.0,43,43,1,29,4,3,4,43.0,43.0
5659,1,1,1,38.0,38,38,1,29,2,3,4,38.0,38.0
5662,3,11,11,43.63636363636363,480,2777,1,9,3,3,4,252.45454545454547,43.63636363636363
5663,1,3,3,56.0,168,336,1,12,1,3,4,112.0,56.0
5664,3,6,7,39.42857142857143,276,1312,1,29,4,3,4,187.42857142857142,39.42857142857143
5665,1,4,6,62.166666666666664,373,1705,1,29,1,3,4,284.1666666666667,62.166666666666664
5666,2,2,2,52.5,105,167,1,9,1,3,4,83.5,52.5
5667,1,3,4,49.75,199,539,1,29,1,3,4,134.75,49.75
5668,1,1,1,43.0,43,43,1,29,3,3,4,43.0,43.0
5669,2,3,3,41.333333333333336,124,258,1,29,1,3,4,86.0,41.333333333333336
5670,2,5,6,34.666666666666664,208,794,1,29,3,3,4,132.33333333333334,34.666666666666664
5671,1,2,2,40.5,81,124,1,29,4,3,4,62.0,40.5
5672,2,8,8,39.0,312,1635,1,29,4,3,4,204.375,39.0
5673,1,1,1,33.0,33,33,1,29,3,3,4,33.0,33.0
5674,2,3,3,42.666666666666664,128,270,1,24,1,3,4,90.0,42.666666666666664
5675,2,6,6,42.666666666666664,256,1047,1,29,2,3,4,174.5,42.666666666666664
5676,1,2,2,30.5,61,107,1,29,4,3,4,53.5,30.5
5678,1,1,1,43.0,43,86,1,29,4,3,4,86.0,43.0
5679,2,8,8,39.75,318,2165,1,29,3,3,4,270.625,39.75
5680,3,4,5,37.0,185,854,1,29,1,3,4,170.8,37.0
5681,2,7,7,44.857142857142854,314,1193,1,29,2,3,4,170.42857142857142,44.857142857142854
5682,1,2,2,40.5,81,124,1,29,1,3,4,62.0,40.5
5683,1,1,1,33.0,33,33,1,29,4,3,4,33.0,33.0
5684,2,10,10,49.4,494,3129,1,46,2,3,4,312.9,49.4
5685,2,4,4,39.0,156,464,1,29,1,3,4,116.0,39.0
5686,3,20,20,40.35,807,8949,1,29,1,3,4,447.45,40.35
5687,1,2,2,64.5,129,191,1,29,2,3,4,95.5,64.5
5688,4,10,12,43.333333333333336,520,5215,1,29,4,3,4,434.5833333333333,43.333333333333336
5689,2,9,9,37.55555555555556,338,2170,1,9,1,3,4,241.11111111111111,37.55555555555556
5690,1,1,1,43.0,43,43,1,29,4,3,4,43.0,43.0
5691,2,22,23,46.0,1058,15905,1,29,1,3,4,691.5217391304348,46.0
5692,1,6,6,50.166666666666664,301,1342,1,29,1,3,4,223.66666666666666,50.166666666666664
5693,2,8,9,44.333333333333336,399,2251,1,29,1,3,4,250.11111111111111,44.333333333333336
5694,1,2,2,35.5,71,119,1,29,3,3,4,59.5,35.5
5695,1,2,2,47.5,95,152,1,29,2,3,4,76.0,47.5
5696,1,1,1,33.0,33,33,1,29,3,3,4,33.0,33.0
5697,1,2,2,45.0,90,142,1,29,2,3,4,71.0,45.0
5698,1,13,14,34.214285714285715,479,5824,1,29,4,3,4,416.0,34.214285714285715
5699,1,1,1,62.0,62,62,1,29,1,3,4,62.0,62.0
5700,1,3,3,47.0,141,538,1,29,1,3,4,179.33333333333334,47.0
5701,1,1,1,38.0,38,38,1,29,4,3,4,38.0,38.0
5702,1,1,1,23.0,23,23,1,29,4,3,4,23.0,23.0
5703,1,2,3,39.666666666666664,119,271,1,29,4,3,4,90.33333333333333,39.666666666666664
5704,2,13,13,42.23076923076923,549,3661,1,29,3,3,4,281.61538461538464,42.23076923076923
5705,1,1,1,38.0,38,38,1,29,2,3,4,38.0,38.0
5706,3,10,11,41.0,451,4217,1,29,2,3,4,383.3636363636364,41.0
5707,1,2,2,35.5,71,109,1,29,4,3,4,54.5,35.5
5708,1,3,3,43.0,129,258,1,29,3,3,4,86.0,43.0
5709,3,4,4,40.25,161,913,1,29,4,3,4,228.25,40.25
5710,1,1,1,43.0,43,43,1,29,4,3,4,43.0,43.0
5711,1,5,5,55.2,276,886,1,29,2,3,4,177.2,55.2
5712,2,2,2,33.0,66,94,1,29,2,3,4,47.0,33.0
5713,4,13,14,46.357142857142854,649,6033,1,29,1,3,4,430.92857142857144,46.357142857142854
5714,3,7,8,45.25,362,1992,1,29,1,3,4,249.0,45.25
5715,1,1,1,57.0,57,57,1,29,3,3,4,57.0,57.0
5716,3,7,7,45.57142857142857,319,1182,1,29,1,3,4,168.85714285714286,45.57142857142857
5717,4,12,12,42.25,507,3833,1,29,3,3,4,319.4166666666667,42.25
5718,1,2,3,34.666666666666664,104,213,1,29,1,3,4,71.0,34.666666666666664
5719,2,3,4,43.5,174,438,1,9,2,3,4,109.5,43.5
5720,2,16,16,44.8125,717,7770,1,29,1,3,4,485.625,44.8125
5721,3,12,13,47.69230769230769,620,4766,1,29,2,3,4,366.61538461538464,47.69230769230769
5722,2,5,5,31.0,155,417,1,29,4,3,4,83.4,31.0
5723,2,4,4,42.75,171,699,1,29,1,3,4,174.75,42.75
5724,2,6,8,59.25,474,2393,1,29,1,3,4,299.125,59.25
5725,1,3,3,59.0,177,354,1,29,2,3,4,118.0,59.0
5726,3,16,16,46.9375,751,6756,1,29,2,3,4,422.25,46.9375
5727,4,14,18,43.166666666666664,777,9582,1,29,2,3,4,532.3333333333334,43.166666666666664
5728,1,3,4,47.5,190,798,1,29,2,3,4,199.5,47.5
5729,1,1,1,33.0,33,33,1,29,1,3,4,33.0,33.0
5730,2,3,3,49.0,147,365,1,29,2,3,4,121.66666666666667,49.0
5731,4,11,13,42.38461538461539,551,4708,1,29,2,3,4,362.15384615384613,42.38461538461539
5732,1,6,7,52.0,364,2161,1,29,1,3,4,308.7142857142857,52.0
5733,2,6,6,49.166666666666664,295,1043,1,29,1,3,4,173.83333333333334,49.166666666666664
5734,1,7,7,37.857142857142854,265,1015,1,29,3,3,4,145.0,37.857142857142854
5735,2,3,4,38.0,152,400,1,29,1,3,4,100.0,38.0
5736,3,8,8,31.875,255,1862,1,29,3,3,4,232.75,31.875
5737,2,6,6,54.0,324,1287,1,29,2,3,4,214.5,54.0
5738,1,1,1,38.0,38,38,1,29,2,3,4,38.0,38.0
5740,2,4,4,49.75,199,710,1,29,2,3,4,177.5,49.75
5743,4,26,33,47.515151515151516,1568,33900,1,29,2,3,4,1027.2727272727273,47.515151515151516
5744,1,1,1,48.0,48,48,1,29,4,3,4,48.0,48.0
5745,1,1,1,43.0,43,43,1,29,4,3,4,43.0,43.0
5746,2,5,5,37.0,185,642,1,29,4,3,4,128.4,37.0
5747,1,1,1,28.0,28,28,1,29,3,3,4,28.0,28.0
5748,2,8,8,44.125,353,1798,1,29,3,3,4,224.75,44.125
5749,1,1,1,48.0,48,48,1,29,3,3,4,48.0,48.0
5750,2,7,8,43.375,347,2252,1,29,2,3,4,281.5,43.375
5751,2,4,4,40.75,163,741,1,29,2,3,4,185.25,40.75
5752,1,1,1,38.0,38,152,1,29,4,3,4,152.0,38.0
5753,2,3,3,42.666666666666664,128,247,1,29,3,3,4,82.33333333333333,42.666666666666664
5754,1,2,2,59.5,119,176,1,29,2,3,4,88.0,59.5
5755,1,3,4,38.0,152,380,1,29,2,3,4,95.0,38.0
5756,3,4,4,39.0,156,464,1,29,4,3,4,116.0,39.0
5757,3,3,3,39.666666666666664,119,276,1,29,1,3,4,92.0,39.666666666666664
5758,3,18,18,45.55555555555556,820,9318,1,29,1,3,4,517.6666666666666,45.55555555555556
5759,1,2,2,38.0,76,114,1,29,2,3,4,57.0,38.0
5760,1,3,3,36.333333333333336,109,203,1,29,1,3,4,67.66666666666667,36.333333333333336
5761,4,6,6,37.0,222,1098,1,29,4,3,4,183.0,37.0
5762,2,6,6,44.5,267,955,1,29,1,3,4,159.16666666666666,44.5
5763,1,2,2,35.5,71,109,1,29,1,3,4,54.5,35.5
5764,1,3,3,41.666666666666664,125,338,1,9,3,3,4,112.66666666666667,41.666666666666664
5765,1,4,4,55.75,223,607,1,29,2,3,4,151.75,55.75
5766,2,3,3,52.333333333333336,157,348,1,29,2,3,4,116.0,52.333333333333336
5768,1,5,5,51.4,257,756,1,29,2,3,4,151.2,51.4
5769,1,11,13,31.46153846153846,409,3049,1,29,4,3,4,234.53846153846155,31.46153846153846
5770,4,11,11,55.0,605,3766,1,29,1,3,4,342.3636363636364,55.0
5771,1,2,2,55.0,110,143,1,29,3,3,4,71.5,55.0
5772,1,1,1,33.0,33,33,1,29,1,3,4,33.0,33.0
5773,2,5,5,39.0,195,724,1,29,4,3,4,144.8,39.0
5774,3,7,7,36.57142857142857,256,1117,1,29,4,3,4,159.57142857142858,36.57142857142857
5775,3,14,14,43.57142857142857,610,5280,1,29,3,3,4,377.14285714285717,43.57142857142857
5776,2,6,6,41.666666666666664,250,940,1,29,3,3,4,156.66666666666666,41.666666666666664
5777,2,3,3,50.666666666666664,152,300,1,29,2,3,4,100.0,50.666666666666664
5778,1,4,4,47.75,191,449,1,29,1,3,4,112.25,47.75
5779,3,3,3,33.0,99,198,1,29,2,3,4,66.0,33.0
5780,1,1,2,38.0,76,152,1,46,1,3,4,76.0,38.0
5781,2,2,2,33.0,66,94,1,29,2,3,4,47.0,33.0
5782,3,10,10,43.2,432,2544,1,29,3,3,4,254.4,43.2
5783,1,1,1,62.0,62,62,1,29,1,3,4,62.0,62.0
5784,3,11,16,40.9375,655,6323,1,29,1,3,4,395.1875,40.9375
5785,1,2,2,43.0,86,172,1,29,1,3,4,86.0,43.0
5786,1,1,1,62.0,62,62,1,29,1,3,4,62.0,62.0
5787,3,9,9,36.888888888888886,332,2236,1,29,1,3,4,248.44444444444446,36.888888888888886
5788,1,1,1,28.0,28,28,1,46,1,3,4,28.0,28.0
5789,1,1,1,38.0,38,38,1,46,2,3,4,38.0,38.0
5790,1,1,1,62.0,62,62,1,46,1,3,4,62.0,62.0
5791,1,1,1,43.0,43,43,1,46,1,3,4,43.0,43.0
5792,1,1,1,23.0,23,23,1,46,3,3,4,23.0,23.0
5793,1,1,1,38.0,38,38,1,29,3,3,4,38.0,38.0
5794,4,21,31,37.58064516129032,1165,21278,1,29,4,3,4,686.3870967741935,37.58064516129032
5796,2,8,8,37.375,299,1639,1,29,4,3,4,204.875,37.375
5797,2,14,15,47.666666666666664,715,8194,1,29,1,3,4,546.2666666666667,47.666666666666664
5798,1,1,1,33.0,33,33,1,29,1,3,4,33.0,33.0
5799,2,3,3,54.333333333333336,163,455,1,29,3,3,4,151.66666666666666,54.333333333333336
5800,2,3,3,49.0,147,313,1,29,1,3,4,104.33333333333333,49.0
5801,1,1,1,38.0,38,38,1,29,1,3,4,38.0,38.0
5802,4,8,8,45.875,367,1670,1,29,2,3,4,208.75,45.875
5803,1,4,4,35.5,142,375,1,44,1,3,4,93.75,35.5
5804,2,3,4,63.25,253,977,1,16,2,3,4,244.25,63.25
5805,3,10,10,42.8,428,2667,1,29,4,3,4,266.7,42.8
5806,1,4,4,45.0,180,559,1,9,2,3,4,139.75,45.0
5807,1,3,3,38.0,114,342,1,9,2,3,4,114.0,38.0
5808,3,9,12,47.583333333333336,571,4434,1,9,3,3,4,369.5,47.583333333333336
5809,1,2,3,38.0,114,228,1,9,1,3,4,76.0,38.0
5810,1,2,2,45.0,90,128,1,46,2,3,4,64.0,45.0
5811,1,1,1,33.0,33,33,1,29,1,3,4,33.0,33.0
5812,1,7,8,51.0,408,2132,1,29,2,3,4,266.5,51.0
5813,2,7,7,41.857142857142854,293,1284,1,29,4,3,4,183.42857142857142,41.857142857142854
5814,1,1,1,38.0,38,76,1,29,2,3,4,76.0,38.0
5815,1,4,4,36.75,147,454,1,29,1,3,4,113.5,36.75
5817,2,10,11,41.36363636363637,455,3522,1,9,3,3,4,320.1818181818182,41.36363636363637
5818,1,1,1,62.0,62,62,1,29,1,3,4,62.0,62.0
5819,1,4,5,47.6,238,928,1,29,1,3,4,185.6,47.6
5820,3,19,19,45.1578947368421,858,8754,1,29,2,3,4,460.7368421052632,45.1578947368421
5821,3,5,5,40.8,204,892,1,29,4,3,4,178.4,40.8
5822,2,3,4,47.5,190,508,1,9,1,4,4,127.0,47.5
5823,3,12,12,44.416666666666664,533,4859,1,29,4,4,4,404.9166666666667,44.416666666666664
5824,1,2,2,35.5,71,114,1,21,1,4,4,57.0,35.5
5825,1,1,1,55.0,55,165,1,29,3,4,4,165.0,55.0
5826,1,1,1,52.0,52,52,1,24,2,4,4,52.0,52.0
5827,1,4,4,64.75,259,870,1,29,1,4,4,217.5,64.75
5828,1,2,2,43.0,86,129,1,29,1,4,4,64.5,43.0
5829,1,1,2,28.0,56,84,1,9,3,4,4,42.0,28.0
5830,1,2,2,35.5,71,190,1,9,3,4,4,95.0,35.5
5831,3,16,17,50.64705882352941,861,9521,1,9,1,4,4,560.0588235294117,50.64705882352941
5832,1,1,1,43.0,43,43,1,24,1,4,4,43.0,43.0
5833,1,29,31,35.806451612903224,1110,22360,1,29,4,4,4,721.2903225806451,35.806451612903224
5834,1,2,2,52.5,105,143,1,29,2,4,4,71.5,52.5
5835,1,1,1,43.0,43,43,1,29,4,4,4,43.0,43.0
5836,1,2,2,38.0,76,114,1,29,1,4,4,57.0,38.0
5837,1,1,1,62.0,62,62,1,9,1,4,4,62.0,62.0
5838,2,2,2,62.0,124,196,1,9,1,4,4,98.0,62.0
5839,3,9,14,49.785714285714285,697,5261,1,9,1,4,4,375.7857142857143,49.785714285714285
5840,1,2,2,64.5,129,253,1,29,2,4,4,126.5,64.5
5841,2,3,3,54.0,162,348,1,9,1,4,4,116.0,54.0
5842,3,4,4,46.25,185,435,1,29,1,4,4,108.75,46.25
5843,2,2,2,50.0,100,156,1,29,1,4,4,78.0,50.0
5844,1,6,7,44.857142857142854,314,1376,1,29,1,4,4,196.57142857142858,44.857142857142854
5845,3,9,9,41.77777777777778,376,2600,1,29,3,4,4,288.8888888888889,41.77777777777778
5848,3,3,3,38.0,114,218,1,24,1,4,4,72.66666666666667,38.0
5849,1,2,2,45.0,90,152,1,24,1,4,4,76.0,45.0
5850,3,7,8,38.5,308,2038,1,24,1,4,4,254.75,38.5
5851,2,4,4,44.0,176,476,1,24,4,4,4,119.0,44.0
5852,2,4,4,45.75,183,601,1,9,1,4,4,150.25,45.75
5853,1,1,1,23.0,23,23,1,29,3,4,4,23.0,23.0
5854,3,4,4,44.0,176,456,1,29,1,4,4,114.0,44.0
5855,2,13,16,37.6875,603,7257,1,29,3,4,4,453.5625,37.6875
5856,2,4,4,39.25,157,509,1,29,4,4,4,127.25,39.25
5857,1,1,1,38.0,38,38,1,29,1,4,4,38.0,38.0
5858,1,1,1,48.0,48,48,1,14,1,4,4,48.0,48.0
5859,1,1,1,43.0,43,43,1,29,3,4,4,43.0,43.0
5860,1,1,1,38.0,38,38,1,29,4,4,4,38.0,38.0
5861,2,3,3,44.666666666666664,134,374,1,29,3,4,4,124.66666666666667,44.666666666666664
5862,1,4,4,51.25,205,520,1,29,2,4,4,130.0,51.25
5863,2,5,6,38.833333333333336,233,1259,1,24,3,4,4,209.83333333333334,38.833333333333336
5864,2,7,8,37.375,299,1593,1,29,1,4,4,199.125,37.375
5865,2,4,5,48.6,243,972,1,9,1,4,4,194.4,48.6
5866,2,4,4,36.75,147,360,1,29,3,4,4,90.0,36.75
5867,1,1,1,62.0,62,62,1,29,1,4,4,62.0,62.0
5868,1,3,3,65.33333333333333,196,702,1,29,1,4,4,234.0,65.33333333333333
5869,2,2,2,35.5,71,185,1,29,1,4,4,92.5,35.5
5870,1,2,2,50.0,100,162,1,29,1,4,4,81.0,50.0
5871,2,2,2,38.0,76,132,1,29,2,4,4,66.0,38.0
5872,3,14,14,41.357142857142854,579,6053,1,29,3,4,4,432.35714285714283,41.357142857142854
5873,2,2,2,33.0,66,175,1,29,3,4,4,87.5,33.0
5874,1,2,2,44.0,88,143,1,29,1,4,4,71.5,44.0
5875,3,7,7,51.0,357,2206,1,29,2,4,4,315.14285714285717,51.0
5876,1,1,1,38.0,38,38,1,29,1,4,4,38.0,38.0
5877,1,3,4,30.5,122,335,1,29,3,4,4,83.75,30.5
5878,1,1,1,33.0,33,33,1,29,3,4,4,33.0,33.0
5879,1,1,1,48.0,48,48,1,29,3,4,4,48.0,48.0
5880,3,5,7,38.57142857142857,270,1382,1,29,1,4,4,197.42857142857142,38.57142857142857
5881,1,1,1,33.0,33,33,1,29,4,4,4,33.0,33.0
5882,2,6,6,45.0,270,1742,1,29,2,4,4,290.3333333333333,45.0
5883,3,4,4,47.5,190,618,1,29,2,4,4,154.5,47.5
5884,2,5,5,43.8,219,772,1,29,3,4,4,154.4,43.8
5885,1,1,1,28.0,28,28,1,29,4,4,4,28.0,28.0
5886,1,1,1,38.0,38,76,1,29,1,4,4,76.0,38.0
5887,1,1,1,67.0,67,67,1,29,2,4,4,67.0,67.0
5888,1,1,1,23.0,23,23,1,29,4,4,4,23.0,23.0
5889,2,4,4,47.5,190,456,1,29,2,4,4,114.0,47.5
5890,1,1,1,43.0,43,43,1,29,4,4,4,43.0,43.0
5891,1,1,1,23.0,23,23,1,29,3,4,4,23.0,23.0
5892,1,1,1,38.0,38,76,1,29,1,4,4,76.0,38.0
5893,2,3,3,44.666666666666664,134,397,1,29,1,4,4,132.33333333333334,44.666666666666664
5894,2,3,3,38.0,114,223,1,29,4,4,4,74.33333333333333,38.0
5896,2,3,3,36.0,108,192,1,29,1,4,4,64.0,36.0
5897,1,2,2,33.0,66,99,1,29,1,4,4,49.5,33.0
5898,1,1,1,62.0,62,62,1,29,1,4,4,62.0,62.0
5899,1,1,1,28.0,28,28,1,29,4,4,4,28.0,28.0
5900,1,2,2,60.0,120,158,1,29,1,4,4,79.0,60.0
5901,1,1,1,33.0,33,33,1,29,1,4,4,33.0,33.0
5902,4,12,12,48.75,585,3508,1,29,2,4,4,292.3333333333333,48.75
5903,1,1,1,43.0,43,43,1,29,2,4,4,43.0,43.0
5904,1,2,2,64.5,129,320,1,29,2,4,4,160.0,64.5
5905,3,5,5,36.0,180,606,1,29,3,4,4,121.2,36.0
5906,2,4,4,48.75,195,499,1,29,1,4,4,124.75,48.75
5907,1,2,2,57.5,115,187,1,29,1,4,4,93.5,57.5
5908,1,1,1,62.0,62,62,1,29,1,4,4,62.0,62.0
5909,4,8,14,37.5,525,4811,1,29,4,4,4,343.64285714285717,37.5
5910,1,1,1,77.0,77,77,1,29,3,4,4,77.0,77.0
5911,2,2,2,35.5,71,114,1,24,1,4,4,57.0,35.5
5912,1,1,1,33.0,33,33,1,29,4,4,4,33.0,33.0
5913,1,3,3,29.666666666666668,89,183,1,29,4,4,4,61.0,29.666666666666668
5914,3,10,10,41.3,413,2164,1,29,1,4,4,216.4,41.3
5915,1,2,2,57.0,114,171,1,29,2,4,4,85.5,57.0
5916,1,1,1,38.0,38,38,1,29,4,4,4,38.0,38.0
5917,3,17,20,40.45,809,9926,1,29,4,4,4,496.3,40.45
5918,1,2,2,48.0,96,144,1,29,2,4,4,72.0,48.0
5919,2,5,5,43.6,218,600,1,29,1,4,4,120.0,43.6
5920,1,4,4,48.75,195,774,1,29,2,4,4,193.5,48.75
5921,2,3,3,52.333333333333336,157,637,1,9,2,4,4,212.33333333333334,52.333333333333336
5922,1,2,2,50.0,100,248,1,29,2,4,4,124.0,50.0
5923,2,7,9,44.22222222222222,398,2159,1,29,3,4,4,239.88888888888889,44.22222222222222
5924,2,3,5,44.8,224,815,1,29,4,4,4,163.0,44.8
5925,1,2,2,35.5,71,157,1,29,4,4,4,78.5,35.5
5926,1,1,1,43.0,43,129,1,29,1,4,4,129.0,43.0
5927,1,12,13,49.76923076923077,647,5671,1,29,2,4,4,436.2307692307692,49.76923076923077
5928,1,4,5,41.8,209,613,1,29,1,4,4,122.6,41.8
5929,1,8,8,55.0,440,2791,1,29,1,4,4,348.875,55.0
5930,3,6,6,42.5,255,934,1,29,4,4,4,155.66666666666666,42.5
5931,4,18,20,38.8,776,12331,1,29,4,4,4,616.55,38.8
5932,1,2,2,30.5,61,94,1,29,4,4,4,47.0,30.5
5933,2,9,14,39.0,546,4004,1,29,1,4,4,286.0,39.0
5934,1,1,1,52.0,52,104,1,29,2,4,4,104.0,52.0
5935,1,2,2,43.0,86,268,1,29,4,4,4,134.0,43.0
5936,2,6,7,33.0,231,1373,1,29,4,4,4,196.14285714285714,33.0
5937,1,1,1,38.0,38,76,1,29,2,4,4,76.0,38.0
5938,1,1,1,38.0,38,38,1,46,1,4,4,38.0,38.0
5939,1,6,6,46.0,276,966,1,29,2,4,4,161.0,46.0
5940,2,2,2,42.5,85,113,1,44,2,4,4,56.5,42.5
5941,2,4,5,61.2,306,957,1,9,1,4,4,191.4,61.2
5942,1,2,2,33.0,66,99,1,29,1,4,4,49.5,33.0
5943,1,1,1,43.0,43,86,1,29,4,4,4,86.0,43.0
5944,2,6,7,40.0,280,2201,1,29,2,4,4,314.42857142857144,40.0
5945,1,1,1,62.0,62,62,1,29,1,4,4,62.0,62.0
5946,2,3,3,41.0,123,236,1,29,2,4,4,78.66666666666667,41.0
5947,3,12,17,53.94117647058823,917,10113,1,44,1,4,4,594.8823529411765,53.94117647058823
5948,1,4,4,35.5,142,365,1,29,1,4,4,91.25,35.5
5949,1,2,2,48.0,96,144,1,29,3,4,4,72.0,48.0
5950,2,3,3,62.0,186,501,1,9,2,4,4,167.0,62.0
5951,1,1,1,57.0,57,57,1,29,2,4,4,57.0,57.0
5952,2,7,7,47.0,329,2043,1,22,1,4,4,291.85714285714283,47.0
5953,2,2,2,50.0,100,167,1,29,1,4,4,83.5,50.0
5954,1,1,2,33.0,66,99,1,29,4,4,4,49.5,33.0
